Script started on Tue 10 Aug 2021 11:49:40 PM EDT
[?1034hbash-4.2$ ./sort
Sorted Array3[6315] 258693
Sorted Array3[6316] 258786
Sorted Array3[6317] 258930
Sorted Array3[6318] 259001
Sorted Array3[6319] 259002
Sorted Array3[6320] 259002
Sorted Array3[6321] 259079
Sorted Array3[6322] 259096
Sorted Array3[6323] 259150
Sorted Array3[6324] 259246
Sorted Array3[6325] 259269
Sorted Array3[6326] 259377
Sorted Array3[6327] 259424
Sorted Array3[6328] 259430
Sorted Array3[6329] 259592
Sorted Array3[6330] 259645
Sorted Array3[6331] 259695
Sorted Array3[6332] 259805
Sorted Array3[6333] 259831
Sorted Array3[6334] 259862
Sorted Array3[6335] 259864
Sorted Array3[6336] 259870
Sorted Array3[6337] 259935
Sorted Array3[6338] 260003
Sorted Array3[6339] 260031
Sorted Array3[6340] 260036
Sorted Array3[6341] 260115
Sorted Array3[6342] 260121
Sorted Array3[6343] 260122
Sorted Array3[6344] 260170
Sorted Array3[6345] 260180
Sorted Array3[6346] 260215
Sorted Array3[6347] 260325
Sorted Array3[6348] 260406
Sorted Array3[6349] 260456
Sorted Array3[6350] 260467
Sorted Array3[6351] 260506
Sorted Array3[6352] 260546
Sorted Array3[6353] 260555
Sorted Array3[6354] 260627
Sorted Array3[6355] 260632
Sorted Array3[6356] 260662
Sorted Array3[6357] 260689
Sorted Array3[6358] 260820
Sorted Array3[6359] 260836
Sorted Array3[6360] 260880
Sorted Array3[6361] 260968
Sorted Array3[6362] 260976
Sorted Array3[6363] 260989
Sorted Array3[6364] 261075
Sorted Array3[6365] 261133
Sorted Array3[6366] 261144
Sorted Array3[6367] 261217
Sorted Array3[6368] 261248
Sorted Array3[6369] 261314
Sorted Array3[6370] 261345
Sorted Array3[6371] 261436
Sorted Array3[6372] 261441
Sorted Array3[6373] 261483
Sorted Array3[6374] 261497
Sorted Array3[6375] 261555
Sorted Array3[6376] 261560
Sorted Array3[6377] 261571
Sorted Array3[6378] 261579
Sorted Array3[6379] 261622
Sorted Array3[6380] 261637
Sorted Array3[6381] 261717
Sorted Array3[6382] 261718
Sorted Array3[6383] 261767
Sorted Array3[6384] 261785
Sorted Array3[6385] 261799
Sorted Array3[6386] 261838
Sorted Array3[6387] 261888
Sorted Array3[6388] 261900
Sorted Array3[6389] 261900
Sorted Array3[6390] 261927
Sorted Array3[6391] 262025
Sorted Array3[6392] 262028
Sorted Array3[6393] 262073
Sorted Array3[6394] 262085
Sorted Array3[6395] 262095
Sorted Array3[6396] 262112
Sorted Array3[6397] 262169
Sorted Array3[6398] 262182
Sorted Array3[6399] 262329
Sorted Array3[6400] 262359
Sorted Array3[6401] 262413
Sorted Array3[6402] 262418
Sorted Array3[6403] 262444
Sorted Array3[6404] 262500
Sorted Array3[6405] 262503
Sorted Array3[6406] 262554
Sorted Array3[6407] 262576
Sorted Array3[6408] 262587
Sorted Array3[6409] 262635
Sorted Array3[6410] 262656
Sorted Array3[6411] 262687
Sorted Array3[6412] 262702
Sorted Array3[6413] 262886
Sorted Array3[6414] 262969
Sorted Array3[6415] 263020
Sorted Array3[6416] 263031
Sorted Array3[6417] 263035
Sorted Array3[6418] 263038
Sorted Array3[6419] 263092
Sorted Array3[6420] 263126
Sorted Array3[6421] 263162
Sorted Array3[6422] 263208
Sorted Array3[6423] 263238
Sorted Array3[6424] 263286
Sorted Array3[6425] 263329
Sorted Array3[6426] 263402
Sorted Array3[6427] 263565
Sorted Array3[6428] 263642
Sorted Array3[6429] 263660
Sorted Array3[6430] 263711
Sorted Array3[6431] 263769
Sorted Array3[6432] 263794
Sorted Array3[6433] 263845
Sorted Array3[6434] 263870
Sorted Array3[6435] 263924
Sorted Array3[6436] 263935
Sorted Array3[6437] 263950
Sorted Array3[6438] 264084
Sorted Array3[6439] 264124
Sorted Array3[6440] 264151
Sorted Array3[6441] 264224
Sorted Array3[6442] 264229
Sorted Array3[6443] 264274
Sorted Array3[6444] 264295
Sorted Array3[6445] 264318
Sorted Array3[6446] 264408
Sorted Array3[6447] 264431
Sorted Array3[6448] 264476
Sorted Array3[6449] 264524
Sorted Array3[6450] 264593
Sorted Array3[6451] 264623
Sorted Array3[6452] 264734
Sorted Array3[6453] 264735
Sorted Array3[6454] 264871
Sorted Array3[6455] 264874
Sorted Array3[6456] 264882
Sorted Array3[6457] 264961
Sorted Array3[6458] 265104
Sorted Array3[6459] 265127
Sorted Array3[6460] 265155
Sorted Array3[6461] 265159
Sorted Array3[6462] 265196
Sorted Array3[6463] 265250
Sorted Array3[6464] 265345
Sorted Array3[6465] 265378
Sorted Array3[6466] 265393
Sorted Array3[6467] 265489
Sorted Array3[6468] 265521
Sorted Array3[6469] 265536
Sorted Array3[6470] 265596
Sorted Array3[6471] 265662
Sorted Array3[6472] 265711
Sorted Array3[6473] 265843
Sorted Array3[6474] 265851
Sorted Array3[6475] 265936
Sorted Array3[6476] 265937
Sorted Array3[6477] 265948
Sorted Array3[6478] 266085
Sorted Array3[6479] 266137
Sorted Array3[6480] 266144
Sorted Array3[6481] 266152
Sorted Array3[6482] 266157
Sorted Array3[6483] 266169
Sorted Array3[6484] 266174
Sorted Array3[6485] 266204
Sorted Array3[6486] 266248
Sorted Array3[6487] 266266
Sorted Array3[6488] 266394
Sorted Array3[6489] 266399
Sorted Array3[6490] 266422
Sorted Array3[6491] 266498
Sorted Array3[6492] 266526
Sorted Array3[6493] 266578
Sorted Array3[6494] 266674
Sorted Array3[6495] 266693
Sorted Array3[6496] 266698
Sorted Array3[6497] 266718
Sorted Array3[6498] 266718
Sorted Array3[6499] 266732
Sorted Array3[6500] 266778
Sorted Array3[6501] 266831
Sorted Array3[6502] 266846
Sorted Array3[6503] 266889
Sorted Array3[6504] 266890
Sorted Array3[6505] 266896
Sorted Array3[6506] 266990
Sorted Array3[6507] 267036
Sorted Array3[6508] 267228
Sorted Array3[6509] 267257
Sorted Array3[6510] 267315
Sorted Array3[6511] 267317
Sorted Array3[6512] 267356
Sorted Array3[6513] 267361
Sorted Array3[6514] 267378
Sorted Array3[6515] 267450
Sorted Array3[6516] 267465
Sorted Array3[6517] 267474
Sorted Array3[6518] 267598
Sorted Array3[6519] 267611
Sorted Array3[6520] 267617
Sorted Array3[6521] 267617
Sorted Array3[6522] 267642
Sorted Array3[6523] 267773
Sorted Array3[6524] 267791
Sorted Array3[6525] 267815
Sorted Array3[6526] 267866
Sorted Array3[6527] 267898
Sorted Array3[6528] 267977
Sorted Array3[6529] 267984
Sorted Array3[6530] 267998
Sorted Array3[6531] 268014
Sorted Array3[6532] 268215
Sorted Array3[6533] 268277
Sorted Array3[6534] 268298
Sorted Array3[6535] 268319
Sorted Array3[6536] 268332
Sorted Array3[6537] 268350
Sorted Array3[6538] 268355
Sorted Array3[6539] 268439
Sorted Array3[6540] 268484
Sorted Array3[6541] 268518
Sorted Array3[6542] 268527
Sorted Array3[6543] 268549
Sorted Array3[6544] 268562
Sorted Array3[6545] 268580
Sorted Array3[6546] 268592
Sorted Array3[6547] 268621
Sorted Array3[6548] 268662
Sorted Array3[6549] 268674
Sorted Array3[6550] 268679
Sorted Array3[6551] 268740
Sorted Array3[6552] 268743
Sorted Array3[6553] 268757
Sorted Array3[6554] 268786
Sorted Array3[6555] 268795
Sorted Array3[6556] 268814
Sorted Array3[6557] 268814
Sorted Array3[6558] 268841
Sorted Array3[6559] 268858
Sorted Array3[6560] 268987
Sorted Array3[6561] 269002
Sorted Array3[6562] 269018
Sorted Array3[6563] 269110
Sorted Array3[6564] 269156
Sorted Array3[6565] 269170
Sorted Array3[6566] 269201
Sorted Array3[6567] 269275
Sorted Array3[6568] 269277
Sorted Array3[6569] 269348
Sorted Array3[6570] 269367
Sorted Array3[6571] 269394
Sorted Array3[6572] 269421
Sorted Array3[6573] 269517
Sorted Array3[6574] 269554
Sorted Array3[6575] 269570
Sorted Array3[6576] 269597
Sorted Array3[6577] 269618
Sorted Array3[6578] 269623
Sorted Array3[6579] 269670
Sorted Array3[6580] 269724
Sorted Array3[6581] 269731
Sorted Array3[6582] 269864
Sorted Array3[6583] 269870
Sorted Array3[6584] 269886
Sorted Array3[6585] 269973
Sorted Array3[6586] 270168
Sorted Array3[6587] 270216
Sorted Array3[6588] 270259
Sorted Array3[6589] 270289
Sorted Array3[6590] 270325
Sorted Array3[6591] 270353
Sorted Array3[6592] 270373
Sorted Array3[6593] 270421
Sorted Array3[6594] 270441
Sorted Array3[6595] 270443
Sorted Array3[6596] 270454
Sorted Array3[6597] 270457
Sorted Array3[6598] 270532
Sorted Array3[6599] 270618
Sorted Array3[6600] 270737
Sorted Array3[6601] 270752
Sorted Array3[6602] 270793
Sorted Array3[6603] 270825
Sorted Array3[6604] 270905
Sorted Array3[6605] 270974
Sorted Array3[6606] 271005
Sorted Array3[6607] 271032
Sorted Array3[6608] 271074
Sorted Array3[6609] 271100
Sorted Array3[6610] 271129
Sorted Array3[6611] 271176
Sorted Array3[6612] 271221
Sorted Array3[6613] 271230
Sorted Array3[6614] 271233
Sorted Array3[6615] 271271
Sorted Array3[6616] 271277
Sorted Array3[6617] 271316
Sorted Array3[6618] 271366
Sorted Array3[6619] 271464
Sorted Array3[6620] 271476
Sorted Array3[6621] 271505
Sorted Array3[6622] 271563
Sorted Array3[6623] 271589
Sorted Array3[6624] 271602
Sorted Array3[6625] 271681
Sorted Array3[6626] 271701
Sorted Array3[6627] 271730
Sorted Array3[6628] 271841
Sorted Array3[6629] 271901
Sorted Array3[6630] 271906
Sorted Array3[6631] 271926
Sorted Array3[6632] 271978
Sorted Array3[6633] 271986
Sorted Array3[6634] 272071
Sorted Array3[6635] 272083
Sorted Array3[6636] 272097
Sorted Array3[6637] 272129
Sorted Array3[6638] 272132
Sorted Array3[6639] 272169
Sorted Array3[6640] 272185
Sorted Array3[6641] 272198
Sorted Array3[6642] 272205
Sorted Array3[6643] 272234
Sorted Array3[6644] 272268
Sorted Array3[6645] 272272
Sorted Array3[6646] 272277
Sorted Array3[6647] 272293
Sorted Array3[6648] 272305
Sorted Array3[6649] 272355
Sorted Array3[6650] 272415
Sorted Array3[6651] 272435
Sorted Array3[6652] 272471
Sorted Array3[6653] 272475
Sorted Array3[6654] 272487
Sorted Array3[6655] 272506
Sorted Array3[6656] 272566
Sorted Array3[6657] 272584
Sorted Array3[6658] 272584
Sorted Array3[6659] 272590
Sorted Array3[6660] 272687
Sorted Array3[6661] 272717
Sorted Array3[6662] 272747
Sorted Array3[6663] 272752
Sorted Array3[6664] 272768
Sorted Array3[6665] 272946
Sorted Array3[6666] 273016
Sorted Array3[6667] 273026
Sorted Array3[6668] 273091
Sorted Array3[6669] 273099
Sorted Array3[6670] 273101
Sorted Array3[6671] 273193
Sorted Array3[6672] 273205
Sorted Array3[6673] 273452
Sorted Array3[6674] 273454
Sorted Array3[6675] 273488
Sorted Array3[6676] 273526
Sorted Array3[6677] 273764
Sorted Array3[6678] 273788
Sorted Array3[6679] 273791
Sorted Array3[6680] 273798
Sorted Array3[6681] 273846
Sorted Array3[6682] 273897
Sorted Array3[6683] 273982
Sorted Array3[6684] 273991
Sorted Array3[6685] 274045
Sorted Array3[6686] 274052
Sorted Array3[6687] 274114
Sorted Array3[6688] 274136
Sorted Array3[6689] 274267
Sorted Array3[6690] 274387
Sorted Array3[6691] 274438
Sorted Array3[6692] 274441
Sorted Array3[6693] 274442
Sorted Array3[6694] 274446
Sorted Array3[6695] 274546
Sorted Array3[6696] 274572
Sorted Array3[6697] 274595
Sorted Array3[6698] 274865
Sorted Array3[6699] 274879
Sorted Array3[6700] 274891
Sorted Array3[6701] 274912
Sorted Array3[6702] 274914
Sorted Array3[6703] 274952
Sorted Array3[6704] 275015
Sorted Array3[6705] 275052
Sorted Array3[6706] 275063
Sorted Array3[6707] 275077
Sorted Array3[6708] 275134
Sorted Array3[6709] 275153
Sorted Array3[6710] 275163
Sorted Array3[6711] 275291
Sorted Array3[6712] 275303
Sorted Array3[6713] 275325
Sorted Array3[6714] 275413
Sorted Array3[6715] 275429
Sorted Array3[6716] 275468
Sorted Array3[6717] 275524
Sorted Array3[6718] 275538
Sorted Array3[6719] 275595
Sorted Array3[6720] 275760
Sorted Array3[6721] 275844
Sorted Array3[6722] 275973
Sorted Array3[6723] 275993
Sorted Array3[6724] 276033
Sorted Array3[6725] 276052
Sorted Array3[6726] 276073
Sorted Array3[6727] 276089
Sorted Array3[6728] 276111
Sorted Array3[6729] 276158
Sorted Array3[6730] 276199
Sorted Array3[6731] 276236
Sorted Array3[6732] 276288
Sorted Array3[6733] 276322
Sorted Array3[6734] 276343
Sorted Array3[6735] 276363
Sorted Array3[6736] 276446
Sorted Array3[6737] 276552
Sorted Array3[6738] 276630
Sorted Array3[6739] 276688
Sorted Array3[6740] 276786
Sorted Array3[6741] 276837
Sorted Array3[6742] 276857
Sorted Array3[6743] 276900
Sorted Array3[6744] 276931
Sorted Array3[6745] 276951
Sorted Array3[6746] 276999
Sorted Array3[6747] 277015
Sorted Array3[6748] 277043
Sorted Array3[6749] 277081
Sorted Array3[6750] 277124
Sorted Array3[6751] 277219
Sorted Array3[6752] 277274
Sorted Array3[6753] 277288
Sorted Array3[6754] 277327
Sorted Array3[6755] 277416
Sorted Array3[6756] 277492
Sorted Array3[6757] 277492
Sorted Array3[6758] 277513
Sorted Array3[6759] 277619
Sorted Array3[6760] 277688
Sorted Array3[6761] 277691
Sorted Array3[6762] 277773
Sorted Array3[6763] 277840
Sorted Array3[6764] 277966
Sorted Array3[6765] 277992
Sorted Array3[6766] 278020
Sorted Array3[6767] 278035
Sorted Array3[6768] 278045
Sorted Array3[6769] 278072
Sorted Array3[6770] 278086
Sorted Array3[6771] 278088
Sorted Array3[6772] 278093
Sorted Array3[6773] 278108
Sorted Array3[6774] 278277
Sorted Array3[6775] 278298
Sorted Array3[6776] 278387
Sorted Array3[6777] 278440
Sorted Array3[6778] 278465
Sorted Array3[6779] 278470
Sorted Array3[6780] 278477
Sorted Array3[6781] 278484
Sorted Array3[6782] 278491
Sorted Array3[6783] 278505
Sorted Array3[6784] 278520
Sorted Array3[6785] 278613
Sorted Array3[6786] 278692
Sorted Array3[6787] 278737
Sorted Array3[6788] 278790
Sorted Array3[6789] 278888
Sorted Array3[6790] 278900
Sorted Array3[6791] 278918
Sorted Array3[6792] 278923
Sorted Array3[6793] 278944
Sorted Array3[6794] 279225
Sorted Array3[6795] 279243
Sorted Array3[6796] 279245
Sorted Array3[6797] 279272
Sorted Array3[6798] 279301
Sorted Array3[6799] 279349
Sorted Array3[6800] 279376
Sorted Array3[6801] 279378
Sorted Array3[6802] 279416
Sorted Array3[6803] 279425
Sorted Array3[6804] 279448
Sorted Array3[6805] 279503
Sorted Array3[6806] 279531
Sorted Array3[6807] 279554
Sorted Array3[6808] 279660
Sorted Array3[6809] 279692
Sorted Array3[6810] 279710
Sorted Array3[6811] 279735
Sorted Array3[6812] 279767
Sorted Array3[6813] 279806
Sorted Array3[6814] 279871
Sorted Array3[6815] 279872
Sorted Array3[6816] 279901
Sorted Array3[6817] 279929
Sorted Array3[6818] 279931
Sorted Array3[6819] 280051
Sorted Array3[6820] 280067
Sorted Array3[6821] 280178
Sorted Array3[6822] 280198
Sorted Array3[6823] 280233
Sorted Array3[6824] 280250
Sorted Array3[6825] 280341
Sorted Array3[6826] 280344
Sorted Array3[6827] 280386
Sorted Array3[6828] 280401
Sorted Array3[6829] 280411
Sorted Array3[6830] 280428
Sorted Array3[6831] 280439
Sorted Array3[6832] 280457
Sorted Array3[6833] 280466
Sorted Array3[6834] 280471
Sorted Array3[6835] 280507
Sorted Array3[6836] 280512
Sorted Array3[6837] 280513
Sorted Array3[6838] 280609
Sorted Array3[6839] 280679
Sorted Array3[6840] 280826
Sorted Array3[6841] 280833
Sorted Array3[6842] 280907
Sorted Array3[6843] 280930
Sorted Array3[6844] 280938
Sorted Array3[6845] 281012
Sorted Array3[6846] 281013
Sorted Array3[6847] 281021
Sorted Array3[6848] 281088
Sorted Array3[6849] 281101
Sorted Array3[6850] 281133
Sorted Array3[6851] 281137
Sorted Array3[6852] 281155
Sorted Array3[6853] 281189
Sorted Array3[6854] 281198
Sorted Array3[6855] 281206
Sorted Array3[6856] 281228
Sorted Array3[6857] 281260
Sorted Array3[6858] 281281
Sorted Array3[6859] 281378
Sorted Array3[6860] 281394
Sorted Array3[6861] 281403
Sorted Array3[6862] 281467
Sorted Array3[6863] 281478
Sorted Array3[6864] 281478
Sorted Array3[6865] 281519
Sorted Array3[6866] 281585
Sorted Array3[6867] 281615
Sorted Array3[6868] 281736
Sorted Array3[6869] 281753
Sorted Array3[6870] 281958
Sorted Array3[6871] 281961
Sorted Array3[6872] 281975
Sorted Array3[6873] 282040
Sorted Array3[6874] 282073
Sorted Array3[6875] 282098
Sorted Array3[6876] 282102
Sorted Array3[6877] 282110
Sorted Array3[6878] 282114
Sorted Array3[6879] 282159
Sorted Array3[6880] 282171
Sorted Array3[6881] 282255
Sorted Array3[6882] 282343
Sorted Array3[6883] 282367
Sorted Array3[6884] 282385
Sorted Array3[6885] 282502
Sorted Array3[6886] 282622
Sorted Array3[6887] 282623
Sorted Array3[6888] 282694
Sorted Array3[6889] 282808
Sorted Array3[6890] 282921
Sorted Array3[6891] 282938
Sorted Array3[6892] 282956
Sorted Array3[6893] 283060
Sorted Array3[6894] 283083
Sorted Array3[6895] 283111
Sorted Array3[6896] 283142
Sorted Array3[6897] 283144
Sorted Array3[6898] 283211
Sorted Array3[6899] 283243
Sorted Array3[6900] 283255
Sorted Array3[6901] 283291
Sorted Array3[6902] 283462
Sorted Array3[6903] 283474
Sorted Array3[6904] 283476
Sorted Array3[6905] 283583
Sorted Array3[6906] 283637
Sorted Array3[6907] 283656
Sorted Array3[6908] 283672
Sorted Array3[6909] 283729
Sorted Array3[6910] 283736
Sorted Array3[6911] 283747
Sorted Array3[6912] 283821
Sorted Array3[6913] 283847
Sorted Array3[6914] 283950
Sorted Array3[6915] 283951
Sorted Array3[6916] 283966
Sorted Array3[6917] 283977
Sorted Array3[6918] 284000
Sorted Array3[6919] 284074
Sorted Array3[6920] 284115
Sorted Array3[6921] 284142
Sorted Array3[6922] 284148
Sorted Array3[6923] 284187
Sorted Array3[6924] 284195
Sorted Array3[6925] 284197
Sorted Array3[6926] 284198
Sorted Array3[6927] 284233
Sorted Array3[6928] 284258
Sorted Array3[6929] 284382
Sorted Array3[6930] 284407
Sorted Array3[6931] 284432
Sorted Array3[6932] 284447
Sorted Array3[6933] 284533
Sorted Array3[6934] 284541
Sorted Array3[6935] 284695
Sorted Array3[6936] 284700
Sorted Array3[6937] 284722
Sorted Array3[6938] 284778
Sorted Array3[6939] 284841
Sorted Array3[6940] 284857
Sorted Array3[6941] 284867
Sorted Array3[6942] 284951
Sorted Array3[6943] 285038
Sorted Array3[6944] 285064
Sorted Array3[6945] 285154
Sorted Array3[6946] 285179
Sorted Array3[6947] 285493
Sorted Array3[6948] 285512
Sorted Array3[6949] 285582
Sorted Array3[6950] 285629
Sorted Array3[6951] 285659
Sorted Array3[6952] 285680
Sorted Array3[6953] 285773
Sorted Array3[6954] 285809
Sorted Array3[6955] 285860
Sorted Array3[6956] 285882
Sorted Array3[6957] 285936
Sorted Array3[6958] 285951
Sorted Array3[6959] 286017
Sorted Array3[6960] 286021
Sorted Array3[6961] 286027
Sorted Array3[6962] 286047
Sorted Array3[6963] 286074
Sorted Array3[6964] 286074
Sorted Array3[6965] 286121
Sorted Array3[6966] 286173
Sorted Array3[6967] 286176
Sorted Array3[6968] 286190
Sorted Array3[6969] 286197
Sorted Array3[6970] 286208
Sorted Array3[6971] 286211
Sorted Array3[6972] 286223
Sorted Array3[6973] 286297
Sorted Array3[6974] 286319
Sorted Array3[6975] 286320
Sorted Array3[6976] 286362
Sorted Array3[6977] 286378
Sorted Array3[6978] 286379
Sorted Array3[6979] 286394
Sorted Array3[6980] 286434
Sorted Array3[6981] 286435
Sorted Array3[6982] 286444
Sorted Array3[6983] 286459
Sorted Array3[6984] 286467
Sorted Array3[6985] 286471
Sorted Array3[6986] 286488
Sorted Array3[6987] 286534
Sorted Array3[6988] 286605
Sorted Array3[6989] 286672
Sorted Array3[6990] 286674
Sorted Array3[6991] 286746
Sorted Array3[6992] 286753
Sorted Array3[6993] 286825
Sorted Array3[6994] 286835
Sorted Array3[6995] 286854
Sorted Array3[6996] 286872
Sorted Array3[6997] 286909
Sorted Array3[6998] 286928
Sorted Array3[6999] 286952
Sorted Array3[7000] 286955
Sorted Array3[7001] 286993
Sorted Array3[7002] 287010
Sorted Array3[7003] 287071
Sorted Array3[7004] 287083
Sorted Array3[7005] 287087
Sorted Array3[7006] 287168
Sorted Array3[7007] 287200
Sorted Array3[7008] 287202
Sorted Array3[7009] 287207
Sorted Array3[7010] 287259
Sorted Array3[7011] 287277
Sorted Array3[7012] 287391
Sorted Array3[7013] 287427
Sorted Array3[7014] 287429
Sorted Array3[7015] 287572
Sorted Array3[7016] 287649
Sorted Array3[7017] 287698
Sorted Array3[7018] 287747
Sorted Array3[7019] 287776
Sorted Array3[7020] 287879
Sorted Array3[7021] 287891
Sorted Array3[7022] 287917
Sorted Array3[7023] 287951
Sorted Array3[7024] 287973
Sorted Array3[7025] 287998
Sorted Array3[7026] 288023
Sorted Array3[7027] 288047
Sorted Array3[7028] 288100
Sorted Array3[7029] 288159
Sorted Array3[7030] 288246
Sorted Array3[7031] 288271
Sorted Array3[7032] 288296
Sorted Array3[7033] 288397
Sorted Array3[7034] 288443
Sorted Array3[7035] 288446
Sorted Array3[7036] 288466
Sorted Array3[7037] 288493
Sorted Array3[7038] 288725
Sorted Array3[7039] 288731
Sorted Array3[7040] 288929
Sorted Array3[7041] 288947
Sorted Array3[7042] 288954
Sorted Array3[7043] 288957
Sorted Array3[7044] 288976
Sorted Array3[7045] 288982
Sorted Array3[7046] 289029
Sorted Array3[7047] 289081
Sorted Array3[7048] 289108
Sorted Array3[7049] 289144
Sorted Array3[7050] 289167
Sorted Array3[7051] 289258
Sorted Array3[7052] 289273
Sorted Array3[7053] 289311
Sorted Array3[7054] 289327
Sorted Array3[7055] 289335
Sorted Array3[7056] 289341
Sorted Array3[7057] 289347
Sorted Array3[7058] 289354
Sorted Array3[7059] 289396
Sorted Array3[7060] 289398
Sorted Array3[7061] 289406
Sorted Array3[7062] 289416
Sorted Array3[7063] 289441
Sorted Array3[7064] 289454
Sorted Array3[7065] 289508
Sorted Array3[7066] 289527
Sorted Array3[7067] 289560
Sorted Array3[7068] 289612
Sorted Array3[7069] 289715
Sorted Array3[7070] 289759
Sorted Array3[7071] 289800
Sorted Array3[7072] 289928
Sorted Array3[7073] 290000
Sorted Array3[7074] 290014
Sorted Array3[7075] 290082
Sorted Array3[7076] 290089
Sorted Array3[7077] 290092
Sorted Array3[7078] 290114
Sorted Array3[7079] 290134
Sorted Array3[7080] 290144
Sorted Array3[7081] 290154
Sorted Array3[7082] 290241
Sorted Array3[7083] 290296
Sorted Array3[7084] 290312
Sorted Array3[7085] 290395
Sorted Array3[7086] 290408
Sorted Array3[7087] 290432
Sorted Array3[7088] 290454
Sorted Array3[7089] 290541
Sorted Array3[7090] 290577
Sorted Array3[7091] 290604
Sorted Array3[7092] 290698
Sorted Array3[7093] 290717
Sorted Array3[7094] 290867
Sorted Array3[7095] 290871
Sorted Array3[7096] 290936
Sorted Array3[7097] 290952
Sorted Array3[7098] 290956
Sorted Array3[7099] 290966
Sorted Array3[7100] 290988
Sorted Array3[7101] 291029
Sorted Array3[7102] 291054
Sorted Array3[7103] 291083
Sorted Array3[7104] 291083
Sorted Array3[7105] 291117
Sorted Array3[7106] 291133
Sorted Array3[7107] 291184
Sorted Array3[7108] 291212
Sorted Array3[7109] 291236
Sorted Array3[7110] 291278
Sorted Array3[7111] 291287
Sorted Array3[7112] 291346
Sorted Array3[7113] 291369
Sorted Array3[7114] 291369
Sorted Array3[7115] 291395
Sorted Array3[7116] 291463
Sorted Array3[7117] 291471
Sorted Array3[7118] 291472
Sorted Array3[7119] 291481
Sorted Array3[7120] 291488
Sorted Array3[7121] 291503
Sorted Array3[7122] 291511
Sorted Array3[7123] 291607
Sorted Array3[7124] 291722
Sorted Array3[7125] 291742
Sorted Array3[7126] 291820
Sorted Array3[7127] 291825
Sorted Array3[7128] 291836
Sorted Array3[7129] 291906
Sorted Array3[7130] 291917
Sorted Array3[7131] 291927
Sorted Array3[7132] 291968
Sorted Array3[7133] 292052
Sorted Array3[7134] 292086
Sorted Array3[7135] 292091
Sorted Array3[7136] 292122
Sorted Array3[7137] 292156
Sorted Array3[7138] 292160
Sorted Array3[7139] 292213
Sorted Array3[7140] 292308
Sorted Array3[7141] 292333
Sorted Array3[7142] 292363
Sorted Array3[7143] 292385
Sorted Array3[7144] 292393
Sorted Array3[7145] 292420
Sorted Array3[7146] 292461
Sorted Array3[7147] 292491
Sorted Array3[7148] 292497
Sorted Array3[7149] 292696
Sorted Array3[7150] 292717
Sorted Array3[7151] 292726
Sorted Array3[7152] 292761
Sorted Array3[7153] 292764
Sorted Array3[7154] 292814
Sorted Array3[7155] 292825
Sorted Array3[7156] 292837
Sorted Array3[7157] 292843
Sorted Array3[7158] 292872
Sorted Array3[7159] 292939
Sorted Array3[7160] 293015
Sorted Array3[7161] 293040
Sorted Array3[7162] 293065
Sorted Array3[7163] 293078
Sorted Array3[7164] 293170
Sorted Array3[7165] 293186
Sorted Array3[7166] 293305
Sorted Array3[7167] 293380
Sorted Array3[7168] 293493
Sorted Array3[7169] 293500
Sorted Array3[7170] 293508
Sorted Array3[7171] 293531
Sorted Array3[7172] 293535
Sorted Array3[7173] 293584
Sorted Array3[7174] 293589
Sorted Array3[7175] 293597
Sorted Array3[7176] 293621
Sorted Array3[7177] 293657
Sorted Array3[7178] 293719
Sorted Array3[7179] 293752
Sorted Array3[7180] 293762
Sorted Array3[7181] 293801
Sorted Array3[7182] 293805
Sorted Array3[7183] 293818
Sorted Array3[7184] 293821
Sorted Array3[7185] 293947
Sorted Array3[7186] 294009
Sorted Array3[7187] 294020
Sorted Array3[7188] 294021
Sorted Array3[7189] 294037
Sorted Array3[7190] 294131
Sorted Array3[7191] 294147
Sorted Array3[7192] 294197
Sorted Array3[7193] 294233
Sorted Array3[7194] 294256
Sorted Array3[7195] 294258
Sorted Array3[7196] 294316
Sorted Array3[7197] 294331
Sorted Array3[7198] 294364
Sorted Array3[7199] 294382
Sorted Array3[7200] 294408
Sorted Array3[7201] 294433
Sorted Array3[7202] 294437
Sorted Array3[7203] 294457
Sorted Array3[7204] 294503
Sorted Array3[7205] 294525
Sorted Array3[7206] 294551
Sorted Array3[7207] 294556
Sorted Array3[7208] 294705
Sorted Array3[7209] 294774
Sorted Array3[7210] 294774
Sorted Array3[7211] 294871
Sorted Array3[7212] 294927
Sorted Array3[7213] 294932
Sorted Array3[7214] 294934
Sorted Array3[7215] 294970
Sorted Array3[7216] 295075
Sorted Array3[7217] 295166
Sorted Array3[7218] 295217
Sorted Array3[7219] 295221
Sorted Array3[7220] 295334
Sorted Array3[7221] 295385
Sorted Array3[7222] 295424
Sorted Array3[7223] 295458
Sorted Array3[7224] 295604
Sorted Array3[7225] 295608
Sorted Array3[7226] 295648
Sorted Array3[7227] 295828
Sorted Array3[7228] 295874
Sorted Array3[7229] 295933
Sorted Array3[7230] 295937
Sorted Array3[7231] 295944
Sorted Array3[7232] 296008
Sorted Array3[7233] 296052
Sorted Array3[7234] 296174
Sorted Array3[7235] 296208
Sorted Array3[7236] 296210
Sorted Array3[7237] 296227
Sorted Array3[7238] 296242
Sorted Array3[7239] 296293
Sorted Array3[7240] 296344
Sorted Array3[7241] 296366
Sorted Array3[7242] 296367
Sorted Array3[7243] 296405
Sorted Array3[7244] 296512
