Script started on Tue 10 Aug 2021 09:12:14 PM EDT
[?1034hbash-4.2$ clear./trie[K[K[K[K[K[K./sort
array3[10364]: 324329
array3[10365]: 849100
array3[10366]: 286027
array3[10367]: 957471
array3[10368]: 596913
array3[10369]: 219473
array3[10370]: 466475
array3[10371]: 177939
array3[10372]: 303583
array3[10373]: 401274
array3[10374]: 903223
array3[10375]: 434218
array3[10376]: 191215
array3[10377]: 39360
array3[10378]: 211984
array3[10379]: 627214
array3[10380]: 223986
array3[10381]: 889293
array3[10382]: 846223
array3[10383]: 35655
array3[10384]: 410944
array3[10385]: 882655
array3[10386]: 961801
array3[10387]: 989077
array3[10388]: 625483
array3[10389]: 171640
array3[10390]: 216348
array3[10391]: 256539
array3[10392]: 147349
array3[10393]: 962773
array3[10394]: 926076
array3[10395]: 677927
array3[10396]: 710258
array3[10397]: 741722
array3[10398]: 675111
array3[10399]: 165324
array3[10400]: 32370
array3[10401]: 112615
array3[10402]: 957597
array3[10403]: 801432
array3[10404]: 6681
array3[10405]: 96629
array3[10406]: 299171
array3[10407]: 313707
array3[10408]: 82983
array3[10409]: 619623
array3[10410]: 311620
array3[10411]: 456137
array3[10412]: 411047
array3[10413]: 713291
array3[10414]: 748472
array3[10415]: 411911
array3[10416]: 832477
array3[10417]: 123195
array3[10418]: 58926
array3[10419]: 48955
array3[10420]: 224005
array3[10421]: 717692
array3[10422]: 625129
array3[10423]: 605704
array3[10424]: 332935
array3[10425]: 216519
array3[10426]: 737412
array3[10427]: 246192
array3[10428]: 287572
array3[10429]: 660063
array3[10430]: 859941
array3[10431]: 816846
array3[10432]: 257288
array3[10433]: 169908
array3[10434]: 947550
array3[10435]: 925971
array3[10436]: 14319
array3[10437]: 559222
array3[10438]: 166674
array3[10439]: 946344
array3[10440]: 558699
array3[10441]: 95093
array3[10442]: 871706
array3[10443]: 60708
array3[10444]: 89961
array3[10445]: 361535
array3[10446]: 353279
array3[10447]: 86361
array3[10448]: 830184
array3[10449]: 893721
array3[10450]: 212060
array3[10451]: 77554
array3[10452]: 739039
array3[10453]: 719758
array3[10454]: 967222
array3[10455]: 676762
array3[10456]: 516489
array3[10457]: 724793
array3[10458]: 964681
array3[10459]: 533386
array3[10460]: 170664
array3[10461]: 915380
array3[10462]: 816347
array3[10463]: 710518
array3[10464]: 451014
array3[10465]: 112811
array3[10466]: 531380
array3[10467]: 734829
array3[10468]: 903269
array3[10469]: 468204
array3[10470]: 260976
array3[10471]: 310656
array3[10472]: 611049
array3[10473]: 592161
array3[10474]: 682914
array3[10475]: 510639
array3[10476]: 208031
array3[10477]: 602386
array3[10478]: 196742
array3[10479]: 218498
array3[10480]: 434894
array3[10481]: 963704
array3[10482]: 153392
array3[10483]: 870464
array3[10484]: 115353
array3[10485]: 109893
array3[10486]: 928789
array3[10487]: 731597
array3[10488]: 376807
array3[10489]: 829894
array3[10490]: 882329
array3[10491]: 607847
array3[10492]: 31225
array3[10493]: 572362
array3[10494]: 630934
array3[10495]: 434344
array3[10496]: 310576
array3[10497]: 145948
array3[10498]: 232032
array3[10499]: 639483
array3[10500]: 111070
array3[10501]: 208957
array3[10502]: 1020735
array3[10503]: 71937
array3[10504]: 518984
array3[10505]: 942914
array3[10506]: 131705
array3[10507]: 869556
array3[10508]: 110823
array3[10509]: 99862
array3[10510]: 621815
array3[10511]: 664720
array3[10512]: 802007
array3[10513]: 1015228
array3[10514]: 10838
array3[10515]: 841510
array3[10516]: 638081
array3[10517]: 896313
array3[10518]: 115208
array3[10519]: 434060
array3[10520]: 401067
array3[10521]: 573898
array3[10522]: 972805
array3[10523]: 204079
array3[10524]: 582367
array3[10525]: 101088
array3[10526]: 703653
array3[10527]: 291184
array3[10528]: 406027
array3[10529]: 786036
array3[10530]: 839063
array3[10531]: 933878
array3[10532]: 178879
array3[10533]: 520325
array3[10534]: 160028
array3[10535]: 341320
array3[10536]: 106467
array3[10537]: 612906
array3[10538]: 726084
array3[10539]: 1015755
array3[10540]: 793893
array3[10541]: 794115
array3[10542]: 45603
array3[10543]: 575566
array3[10544]: 801524
array3[10545]: 877821
array3[10546]: 972633
array3[10547]: 240626
array3[10548]: 372303
array3[10549]: 716503
array3[10550]: 583925
array3[10551]: 48078
array3[10552]: 538199
array3[10553]: 789403
array3[10554]: 115652
array3[10555]: 36758
array3[10556]: 42884
array3[10557]: 307546
array3[10558]: 714424
array3[10559]: 678220
array3[10560]: 113459
array3[10561]: 751065
array3[10562]: 276033
array3[10563]: 970913
array3[10564]: 947951
array3[10565]: 658890
array3[10566]: 16770
array3[10567]: 395290
array3[10568]: 622041
array3[10569]: 862349
array3[10570]: 945638
array3[10571]: 405426
array3[10572]: 661425
array3[10573]: 535794
array3[10574]: 969919
array3[10575]: 567908
array3[10576]: 809542
array3[10577]: 999804
array3[10578]: 16577
array3[10579]: 466579
array3[10580]: 700226
array3[10581]: 24482
array3[10582]: 394453
array3[10583]: 147205
array3[10584]: 433423
array3[10585]: 157300
array3[10586]: 119568
array3[10587]: 113959
array3[10588]: 751623
array3[10589]: 285512
array3[10590]: 685571
array3[10591]: 750095
array3[10592]: 195397
array3[10593]: 63692
array3[10594]: 483359
array3[10595]: 1014810
array3[10596]: 186826
array3[10597]: 645964
array3[10598]: 905855
array3[10599]: 127286
array3[10600]: 851437
array3[10601]: 29820
array3[10602]: 371171
array3[10603]: 20519
array3[10604]: 531621
array3[10605]: 116591
array3[10606]: 561914
array3[10607]: 699788
array3[10608]: 453382
array3[10609]: 572176
array3[10610]: 976386
array3[10611]: 42875
array3[10612]: 196590
array3[10613]: 779672
array3[10614]: 11204
array3[10615]: 553502
array3[10616]: 480227
array3[10617]: 931156
array3[10618]: 389743
array3[10619]: 405546
array3[10620]: 979958
array3[10621]: 7040
array3[10622]: 1000533
array3[10623]: 567248
array3[10624]: 728346
array3[10625]: 200377
array3[10626]: 195591
array3[10627]: 795266
array3[10628]: 411742
array3[10629]: 555882
array3[10630]: 586751
array3[10631]: 461182
array3[10632]: 201266
array3[10633]: 650050
array3[10634]: 872255
array3[10635]: 430337
array3[10636]: 631694
array3[10637]: 310469
array3[10638]: 904218
array3[10639]: 829989
array3[10640]: 835406
array3[10641]: 824372
array3[10642]: 780007
array3[10643]: 931892
array3[10644]: 146176
array3[10645]: 990579
array3[10646]: 597782
array3[10647]: 11726
array3[10648]: 304205
array3[10649]: 321607
array3[10650]: 593996
array3[10651]: 937411
array3[10652]: 179573
array3[10653]: 574561
array3[10654]: 357882
array3[10655]: 303634
array3[10656]: 33174
array3[10657]: 377433
array3[10658]: 919881
array3[10659]: 420391
array3[10660]: 243210
array3[10661]: 2211
array3[10662]: 428767
array3[10663]: 369674
array3[10664]: 8345
array3[10665]: 391452
array3[10666]: 481618
array3[10667]: 525506
array3[10668]: 609892
array3[10669]: 161921
array3[10670]: 200950
array3[10671]: 659527
array3[10672]: 770669
array3[10673]: 1016723
array3[10674]: 561724
array3[10675]: 658311
array3[10676]: 851236
array3[10677]: 364238
array3[10678]: 183207
array3[10679]: 184678
array3[10680]: 555765
array3[10681]: 964032
array3[10682]: 21713
array3[10683]: 558802
array3[10684]: 523568
array3[10685]: 311527
array3[10686]: 496894
array3[10687]: 438501
array3[10688]: 549794
array3[10689]: 900277
array3[10690]: 118047
array3[10691]: 185857
array3[10692]: 282171
array3[10693]: 877377
array3[10694]: 470968
array3[10695]: 478044
array3[10696]: 757913
array3[10697]: 125561
array3[10698]: 325172
array3[10699]: 931309
array3[10700]: 908946
array3[10701]: 428433
array3[10702]: 812109
array3[10703]: 809821
array3[10704]: 110107
array3[10705]: 897538
array3[10706]: 91685
array3[10707]: 182131
array3[10708]: 406125
array3[10709]: 709779
array3[10710]: 25260
array3[10711]: 116015
array3[10712]: 114293
array3[10713]: 977494
array3[10714]: 293508
array3[10715]: 267866
array3[10716]: 135210
array3[10717]: 326880
array3[10718]: 134811
array3[10719]: 633957
array3[10720]: 751380
array3[10721]: 404355
array3[10722]: 962000
array3[10723]: 541285
array3[10724]: 268662
array3[10725]: 656937
array3[10726]: 838254
array3[10727]: 634004
array3[10728]: 848834
array3[10729]: 412408
array3[10730]: 776169
array3[10731]: 108361
array3[10732]: 635335
array3[10733]: 839265
array3[10734]: 766033
array3[10735]: 934862
array3[10736]: 118557
array3[10737]: 257171
array3[10738]: 336275
array3[10739]: 539157
array3[10740]: 235749
array3[10741]: 388837
array3[10742]: 649126
array3[10743]: 958949
array3[10744]: 141620
array3[10745]: 63975
array3[10746]: 739320
array3[10747]: 593235
array3[10748]: 190013
array3[10749]: 740503
array3[10750]: 171727
array3[10751]: 896671
array3[10752]: 75903
array3[10753]: 117393
array3[10754]: 713551
array3[10755]: 256716
array3[10756]: 620892
array3[10757]: 932523
array3[10758]: 733926
array3[10759]: 368137
array3[10760]: 127669
array3[10761]: 65228
array3[10762]: 980168
array3[10763]: 791677
array3[10764]: 546057
array3[10765]: 734434
array3[10766]: 486292
array3[10767]: 486100
array3[10768]: 799986
array3[10769]: 247270
array3[10770]: 438816
array3[10771]: 406206
array3[10772]: 644125
array3[10773]: 368561
array3[10774]: 272506
array3[10775]: 326482
array3[10776]: 288957
array3[10777]: 259864
array3[10778]: 265127
array3[10779]: 935561
array3[10780]: 597596
array3[10781]: 938397
array3[10782]: 269570
array3[10783]: 27148
array3[10784]: 370058
array3[10785]: 473170
array3[10786]: 159112
array3[10787]: 510447
array3[10788]: 996187
array3[10789]: 263208
array3[10790]: 388210
array3[10791]: 782985
array3[10792]: 958285
array3[10793]: 422549
array3[10794]: 451257
array3[10795]: 374534
array3[10796]: 531058
array3[10797]: 409279
array3[10798]: 760227
array3[10799]: 143281
array3[10800]: 922315
array3[10801]: 190824
array3[10802]: 427211
array3[10803]: 505910
array3[10804]: 764405
array3[10805]: 1016697
array3[10806]: 381077
array3[10807]: 175803
array3[10808]: 527262
array3[10809]: 806772
array3[10810]: 108270
array3[10811]: 688940
array3[10812]: 942404
array3[10813]: 791359
array3[10814]: 438049
array3[10815]: 321639
array3[10816]: 687786
array3[10817]: 351147
array3[10818]: 247379
array3[10819]: 824513
array3[10820]: 307144
array3[10821]: 150795
array3[10822]: 753704
array3[10823]: 433078
array3[10824]: 223427
array3[10825]: 193415
array3[10826]: 815758
array3[10827]: 857751
array3[10828]: 363304
array3[10829]: 26289
array3[10830]: 69985
array3[10831]: 993307
array3[10832]: 271271
array3[10833]: 886447
array3[10834]: 745029
array3[10835]: 122703
array3[10836]: 142456
array3[10837]: 105497
array3[10838]: 214663
array3[10839]: 900440
array3[10840]: 814778
array3[10841]: 673440
array3[10842]: 104780
array3[10843]: 607076
array3[10844]: 221366
array3[10845]: 935717
array3[10846]: 536016
array3[10847]: 878955
array3[10848]: 387317
array3[10849]: 856982
array3[10850]: 952605
array3[10851]: 797260
array3[10852]: 407263
array3[10853]: 464536
array3[10854]: 511020
array3[10855]: 208173
array3[10856]: 911313
array3[10857]: 42027
array3[10858]: 914691
array3[10859]: 306045
array3[10860]: 134212
array3[10861]: 58394
array3[10862]: 594521
array3[10863]: 311122
array3[10864]: 361807
array3[10865]: 137160
array3[10866]: 964765
array3[10867]: 428044
array3[10868]: 463627
array3[10869]: 531121
array3[10870]: 349682
array3[10871]: 485222
array3[10872]: 537922
array3[10873]: 877426
array3[10874]: 465493
array3[10875]: 997865
array3[10876]: 99938
array3[10877]: 591898
array3[10878]: 1017840
array3[10879]: 102240
array3[10880]: 380462
array3[10881]: 885112
array3[10882]: 1008319
array3[10883]: 848971
array3[10884]: 269554
array3[10885]: 803250
array3[10886]: 383578
array3[10887]: 881987
array3[10888]: 347717
array3[10889]: 325270
array3[10890]: 218871
array3[10891]: 690088
array3[10892]: 997442
array3[10893]: 678054
array3[10894]: 889353
array3[10895]: 660885
array3[10896]: 744760
array3[10897]: 822342
array3[10898]: 456933
array3[10899]: 834115
array3[10900]: 289416
array3[10901]: 749926
array3[10902]: 470206
array3[10903]: 908926
array3[10904]: 388400
array3[10905]: 753075
array3[10906]: 503829
array3[10907]: 848134
array3[10908]: 42579
array3[10909]: 426261
array3[10910]: 335221
array3[10911]: 887144
array3[10912]: 190404
array3[10913]: 100688
array3[10914]: 615700
array3[10915]: 129412
array3[10916]: 320271
array3[10917]: 42689
array3[10918]: 1021572
array3[10919]: 78013
array3[10920]: 842049
array3[10921]: 400293
array3[10922]: 792364
array3[10923]: 779349
array3[10924]: 193171
array3[10925]: 20934
array3[10926]: 375048
array3[10927]: 400600
array3[10928]: 269277
array3[10929]: 895847
array3[10930]: 224435
array3[10931]: 437404
array3[10932]: 19794
array3[10933]: 290956
array3[10934]: 504434
array3[10935]: 163468
array3[10936]: 233265
array3[10937]: 956511
array3[10938]: 124903
array3[10939]: 20912
array3[10940]: 904254
array3[10941]: 992096
array3[10942]: 364620
array3[10943]: 52276
array3[10944]: 128935
array3[10945]: 520653
array3[10946]: 303087
array3[10947]: 94039
array3[10948]: 3702
array3[10949]: 217920
array3[10950]: 723811
array3[10951]: 953398
array3[10952]: 744845
array3[10953]: 1005757
array3[10954]: 975118
array3[10955]: 249417
array3[10956]: 528333
array3[10957]: 815246
array3[10958]: 818440
array3[10959]: 870488
array3[10960]: 7265
array3[10961]: 36274
array3[10962]: 195183
array3[10963]: 18948
array3[10964]: 346691
array3[10965]: 553824
array3[10966]: 21859
array3[10967]: 280679
array3[10968]: 278790
array3[10969]: 1011901
array3[10970]: 790783
array3[10971]: 651386
array3[10972]: 610585
array3[10973]: 978950
array3[10974]: 371729
array3[10975]: 448227
array3[10976]: 317693
array3[10977]: 144117
array3[10978]: 31757
array3[10979]: 861371
array3[10980]: 99757
array3[10981]: 122017
array3[10982]: 385263
array3[10983]: 830110
array3[10984]: 631975
array3[10985]: 259645
array3[10986]: 546109
array3[10987]: 559210
array3[10988]: 677267
array3[10989]: 425555
array3[10990]: 70701
array3[10991]: 586562
array3[10992]: 695015
array3[10993]: 571939
array3[10994]: 964247
array3[10995]: 889820
array3[10996]: 3693
array3[10997]: 375508
array3[10998]: 462925
array3[10999]: 47592
array3[11000]: 23581
array3[11001]: 888786
array3[11002]: 13036
array3[11003]: 718174
array3[11004]: 100413
array3[11005]: 707484
array3[11006]: 286825
array3[11007]: 603052
array3[11008]: 544360
array3[11009]: 619433
array3[11010]: 113949
array3[11011]: 340065
array3[11012]: 391931
array3[11013]: 459936
array3[11014]: 838683
array3[11015]: 98449
array3[11016]: 667059
array3[11017]: 109772
array3[11018]: 914573
array3[11019]: 784175
array3[11020]: 947290
array3[11021]: 509917
array3[11022]: 313661
array3[11023]: 746399
array3[11024]: 686172
array3[11025]: 247468
array3[11026]: 251222
array3[11027]: 1013557
array3[11028]: 977423
array3[11029]: 299368
array3[11030]: 196418
array3[11031]: 179968
array3[11032]: 749289
array3[11033]: 129348
array3[11034]: 140884
array3[11035]: 563546
array3[11036]: 174395
array3[11037]: 792457
array3[11038]: 404134
array3[11039]: 48457
array3[11040]: 387519
array3[11041]: 153687
array3[11042]: 74832
array3[11043]: 884670
array3[11044]: 583188
array3[11045]: 520347
array3[11046]: 422873
array3[11047]: 550351
array3[11048]: 666843
array3[11049]: 462904
array3[11050]: 329779
array3[11051]: 423201
array3[11052]: 436443
array3[11053]: 308522
array3[11054]: 202151
array3[11055]: 398284
array3[11056]: 678603
array3[11057]: 965231
array3[11058]: 476927
array3[11059]: 545201
array3[11060]: 611617
array3[11061]: 118868
array3[11062]: 44548
array3[11063]: 839676
array3[11064]: 727340
array3[11065]: 115903
array3[11066]: 611867
array3[11067]: 788249
array3[11068]: 305374
array3[11069]: 997462
array3[11070]: 544406
array3[11071]: 353660
array3[11072]: 34550
array3[11073]: 652350
array3[11074]: 886109
array3[11075]: 464528
array3[11076]: 131349
array3[11077]: 962743
array3[11078]: 1023232
array3[11079]: 907227
array3[11080]: 354098
array3[11081]: 554679
array3[11082]: 754034
array3[11083]: 649666
array3[11084]: 617646
array3[11085]: 757109
array3[11086]: 144316
array3[11087]: 268679
array3[11088]: 941221
array3[11089]: 201134
array3[11090]: 583167
array3[11091]: 635786
array3[11092]: 555175
array3[11093]: 129851
array3[11094]: 251837
array3[11095]: 497832
array3[11096]: 98296
array3[11097]: 640414
array3[11098]: 196860
array3[11099]: 920876
array3[11100]: 571602
array3[11101]: 354028
array3[11102]: 868793
array3[11103]: 424195
array3[11104]: 113836
array3[11105]: 966249
array3[11106]: 318625
array3[11107]: 521797
array3[11108]: 353914
array3[11109]: 777229
array3[11110]: 873165
array3[11111]: 987041
array3[11112]: 762865
array3[11113]: 346209
array3[11114]: 994076
array3[11115]: 75920
array3[11116]: 987969
array3[11117]: 719466
array3[11118]: 415775
array3[11119]: 666920
array3[11120]: 577313
array3[11121]: 92253
array3[11122]: 722039
array3[11123]: 692369
array3[11124]: 569850
array3[11125]: 750581
array3[11126]: 748462
array3[11127]: 404285
array3[11128]: 495614
array3[11129]: 915125
array3[11130]: 742086
array3[11131]: 1020981
array3[11132]: 63809
array3[11133]: 148453
array3[11134]: 774501
array3[11135]: 66664
array3[11136]: 443662
array3[11137]: 260456
array3[11138]: 818252
array3[11139]: 518895
array3[11140]: 1018851
array3[11141]: 193150
array3[11142]: 983818
array3[11143]: 639922
array3[11144]: 784680
array3[11145]: 60267
array3[11146]: 519470
array3[11147]: 293380
array3[11148]: 1021764
array3[11149]: 981761
array3[11150]: 259424
array3[11151]: 788051
array3[11152]: 358344
array3[11153]: 880213
array3[11154]: 324919
array3[11155]: 236290
array3[11156]: 813328
array3[11157]: 468391
array3[11158]: 281137
array3[11159]: 211594
array3[11160]: 636243
array3[11161]: 383211
array3[11162]: 376783
array3[11163]: 508024
array3[11164]: 281012
array3[11165]: 99417
array3[11166]: 483187
array3[11167]: 982402
array3[11168]: 3938
array3[11169]: 361886
array3[11170]: 1008569
array3[11171]: 249991
array3[11172]: 36172
array3[11173]: 796439
array3[11174]: 503305
array3[11175]: 1005825
array3[11176]: 33212
array3[11177]: 853964
array3[11178]: 228185
array3[11179]: 870621
array3[11180]: 317642
array3[11181]: 794897
array3[11182]: 397677
array3[11183]: 196652
array3[11184]: 420527
array3[11185]: 299028
array3[11186]: 837465
array3[11187]: 157236
array3[11188]: 462506
array3[11189]: 384898
array3[11190]: 728785
array3[11191]: 241040
array3[11192]: 1014303
array3[11193]: 895726
array3[11194]: 251919
array3[11195]: 686576
array3[11196]: 842093
array3[11197]: 600687
array3[11198]: 287200
array3[11199]: 651601
array3[11200]: 209316
array3[11201]: 697734
array3[11202]: 948133
array3[11203]: 88746
array3[11204]: 1011588
array3[11205]: 400490
array3[11206]: 799654
array3[11207]: 532504
array3[11208]: 859663
array3[11209]: 625078
array3[11210]: 21328
array3[11211]: 943491
array3[11212]: 364264
array3[11213]: 797432
array3[11214]: 836485
array3[11215]: 553023
array3[11216]: 808609
array3[11217]: 329976
array3[11218]: 148749
array3[11219]: 615183
array3[11220]: 324463
array3[11221]: 192761
array3[11222]: 373440
array3[11223]: 360275
array3[11224]: 166032
array3[11225]: 90660
array3[11226]: 592214
array3[11227]: 8923
array3[11228]: 204531
array3[11229]: 143661
array3[11230]: 638652
array3[11231]: 132721
array3[11232]: 430278
array3[11233]: 680506
array3[11234]: 451742
array3[11235]: 838729
array3[11236]: 366076
array3[11237]: 841965
array3[11238]: 1011896
array3[11239]: 1000168
array3[11240]: 435392
array3[11241]: 584164
array3[11242]: 46428
array3[11243]: 395958
array3[11244]: 25335
array3[11245]: 633179
array3[11246]: 997802
array3[11247]: 859952
array3[11248]: 567159
array3[11249]: 867855
array3[11250]: 174503
array3[11251]: 386055
array3[11252]: 1002589
array3[11253]: 1016550
array3[11254]: 398613
array3[11255]: 514979
array3[11256]: 737253
array3[11257]: 271233
array3[11258]: 712061
array3[11259]: 471875
array3[11260]: 757351
array3[11261]: 1011713
array3[11262]: 571744
array3[11263]: 629141
array3[11264]: 787919
array3[11265]: 470348
array3[11266]: 829378
array3[11267]: 476539
array3[11268]: 751715
array3[11269]: 436210
array3[11270]: 506048
array3[11271]: 102514
array3[11272]: 241448
array3[11273]: 637075
array3[11274]: 176623
array3[11275]: 478302
array3[11276]: 539579
array3[11277]: 217176
array3[11278]: 477634
array3[11279]: 891950
array3[11280]: 824718
array3[11281]: 518190
array3[11282]: 336276
array3[11283]: 1006456
array3[11284]: 428015
array3[11285]: 758817
array3[11286]: 17084
array3[11287]: 1011296
array3[11288]: 622900
array3[11289]: 988096
array3[11290]: 555833
array3[11291]: 854453
array3[11292]: 809036
array3[11293]: 943355
array3[11294]: 621011
array3[11295]: 544215
array3[11296]: 590235
array3[11297]: 183288
array3[11298]: 983052
array3[11299]: 423976
array3[11300]: 595262
array3[11301]: 194479
array3[11302]: 625777
array3[11303]: 438701
array3[11304]: 420040
array3[11305]: 578476
array3[11306]: 710440
array3[11307]: 843362
array3[11308]: 750437
array3[11309]: 237396
array3[11310]: 906386
array3[11311]: 426378
array3[11312]: 658471
array3[11313]: 500398
array3[11314]: 616239
array3[11315]: 641579
array3[11316]: 839713
array3[11317]: 782956
array3[11318]: 975288
array3[11319]: 625862
array3[11320]: 621265
array3[11321]: 707397
array3[11322]: 5890
array3[11323]: 601286
array3[11324]: 34957
array3[11325]: 600494
array3[11326]: 733331
array3[11327]: 380395
array3[11328]: 20103
array3[11329]: 481685
array3[11330]: 275760
array3[11331]: 863283
array3[11332]: 285659
array3[11333]: 956436
array3[11334]: 559376
array3[11335]: 212281
array3[11336]: 947256
array3[11337]: 2775
array3[11338]: 407019
array3[11339]: 554864
array3[11340]: 744190
array3[11341]: 854908
array3[11342]: 132648
array3[11343]: 1016618
array3[11344]: 815160
array3[11345]: 855753
array3[11346]: 62277
array3[11347]: 148177
array3[11348]: 522816
array3[11349]: 455545
array3[11350]: 828556
array3[11351]: 316018
array3[11352]: 378113
array3[11353]: 576619
array3[11354]: 162036
array3[11355]: 14946
array3[11356]: 215334
array3[11357]: 637942
array3[11358]: 714992
array3[11359]: 13368
array3[11360]: 613530
array3[11361]: 32626
array3[11362]: 425606
array3[11363]: 398101
array3[11364]: 508275
array3[11365]: 568416
array3[11366]: 613135
array3[11367]: 685951
array3[11368]: 731678
array3[11369]: 859111
array3[11370]: 193363
array3[11371]: 987439
array3[11372]: 316335
array3[11373]: 26199
array3[11374]: 915670
array3[11375]: 479734
array3[11376]: 321303
array3[11377]: 736981
array3[11378]: 832317
array3[11379]: 32392
array3[11380]: 862764
array3[11381]: 576010
array3[11382]: 252069
array3[11383]: 289167
array3[11384]: 217038
array3[11385]: 183847
array3[11386]: 746448
array3[11387]: 1011137
array3[11388]: 456383
array3[11389]: 205407
array3[11390]: 939859
array3[11391]: 222032
array3[11392]: 84340
array3[11393]: 388978
array3[11394]: 310175
array3[11395]: 142045
array3[11396]: 990546
array3[11397]: 766343
array3[11398]: 392629
array3[11399]: 822021
array3[11400]: 647537
array3[11401]: 962549
array3[11402]: 692770
array3[11403]: 630790
array3[11404]: 285038
array3[11405]: 430551
array3[11406]: 144310
array3[11407]: 680369
array3[11408]: 552490
array3[11409]: 592206
array3[11410]: 930429
array3[11411]: 322805
array3[11412]: 960911
array3[11413]: 830340
array3[11414]: 92371
array3[11415]: 810100
array3[11416]: 163987
array3[11417]: 350791
array3[11418]: 679891
array3[11419]: 129700
array3[11420]: 971998
array3[11421]: 30598
array3[11422]: 80019
array3[11423]: 477439
array3[11424]: 895642
array3[11425]: 493399
array3[11426]: 380041
array3[11427]: 14647
array3[11428]: 175981
array3[11429]: 500405
array3[11430]: 787060
array3[11431]: 400624
array3[11432]: 380120
array3[11433]: 303511
array3[11434]: 971065
array3[11435]: 671535
array3[11436]: 1019266
array3[11437]: 1017716
array3[11438]: 831951
array3[11439]: 600833
array3[11440]: 200453
array3[11441]: 465240
array3[11442]: 490388
array3[11443]: 508091
array3[11444]: 760078
array3[11445]: 92635
array3[11446]: 228898
array3[11447]: 837304
array3[11448]: 84768
array3[11449]: 229421
array3[11450]: 159868
array3[11451]: 433319
array3[11452]: 855027
array3[11453]: 460134
array3[11454]: 64256
array3[11455]: 754177
array3[11456]: 690172
array3[11457]: 361893
array3[11458]: 630497
array3[11459]: 171345
array3[11460]: 198059
array3[11461]: 447466
array3[11462]: 393751
array3[11463]: 986860
array3[11464]: 158890
array3[11465]: 371520
array3[11466]: 500598
array3[11467]: 86966
array3[11468]: 96522
array3[11469]: 98493
array3[11470]: 615771
array3[11471]: 904454
array3[11472]: 814067
array3[11473]: 972157
array3[11474]: 565913
array3[11475]: 995836
array3[11476]: 894750
array3[11477]: 836534
array3[11478]: 715697
array3[11479]: 369823
array3[11480]: 696874
array3[11481]: 476362
array3[11482]: 119273
array3[11483]: 17096
array3[11484]: 93913
array3[11485]: 178990
array3[11486]: 240295
array3[11487]: 277219
array3[11488]: 591240
array3[11489]: 648453
array3[11490]: 197702
array3[11491]: 603014
array3[11492]: 121407
array3[11493]: 809227
array3[11494]: 298908
array3[11495]: 149213
array3[11496]: 527826
array3[11497]: 194143
array3[11498]: 473039
array3[11499]: 679347
array3[11500]: 172219
array3[11501]: 300544
array3[11502]: 979411
array3[11503]: 205909
array3[11504]: 250413
array3[11505]: 452473
array3[11506]: 690825
array3[11507]: 850891
array3[11508]: 381215
array3[11509]: 919886
array3[11510]: 477532
array3[11511]: 778228
array3[11512]: 458095
array3[11513]: 738371
array3[11514]: 566625
array3[11515]: 888918
array3[11516]: 2733
array3[11517]: 358758
array3[11518]: 319322
array3[11519]: 861342
array3[11520]: 629895
array3[11521]: 216706
array3[11522]: 393604
array3[11523]: 38712
array3[11524]: 613545
array3[11525]: 615235
array3[11526]: 446493
array3[11527]: 490604
array3[11528]: 457197
array3[11529]: 927180
array3[11530]: 925864
array3[11531]: 461688
array3[11532]: 655911
array3[11533]: 651621
array3[11534]: 133344
array3[11535]: 608762
array3[11536]: 601743
array3[11537]: 737196
array3[11538]: 661844
array3[11539]: 92558
array3[11540]: 934352
array3[11541]: 318273
array3[11542]: 119510
array3[11543]: 250977
array3[11544]: 631197
array3[11545]: 16718
array3[11546]: 629322
array3[11547]: 272487
array3[11548]: 1013150
array3[11549]: 363179
array3[11550]: 698759
array3[11551]: 308902
array3[11552]: 504060
array3[11553]: 662168
array3[11554]: 768396
array3[11555]: 562640
array3[11556]: 520142
array3[11557]: 1001225
array3[11558]: 624730
array3[11559]: 15968
array3[11560]: 781244
array3[11561]: 645640
array3[11562]: 81637
array3[11563]: 821902
array3[11564]: 969638
array3[11565]: 507862
array3[11566]: 74556
array3[11567]: 774603
array3[11568]: 18232
array3[11569]: 511414
array3[11570]: 71930
array3[11571]: 706442
array3[11572]: 15119
array3[11573]: 894370
array3[11574]: 552506
array3[11575]: 921622
array3[11576]: 860101
array3[11577]: 485191
array3[11578]: 554115
array3[11579]: 281403
array3[11580]: 78383
array3[11581]: 73281
array3[11582]: 724358
array3[11583]: 364658
array3[11584]: 1023326
array3[11585]: 1012411
array3[11586]: 936177
array3[11587]: 683117
array3[11588]: 959765
array3[11589]: 173921
array3[11590]: 537288
array3[11591]: 125330
array3[11592]: 109664
array3[11593]: 330293
array3[11594]: 563215
array3[11595]: 14781
array3[11596]: 693669
array3[11597]: 971518
array3[11598]: 435983
array3[11599]: 588129
array3[11600]: 416941
array3[11601]: 748656
array3[11602]: 351763
array3[11603]: 54863
array3[11604]: 1019421
array3[11605]: 968989
array3[11606]: 490673
array3[11607]: 247052
array3[11608]: 786542
array3[11609]: 154519
array3[11610]: 935319
array3[11611]: 25965
array3[11612]: 630598
array3[11613]: 643079
array3[11614]: 689023
array3[11615]: 953401
array3[11616]: 676973
array3[11617]: 15595
array3[11618]: 295458
array3[11619]: 926738
array3[11620]: 883166
array3[11621]: 902955
array3[11622]: 551177
array3[11623]: 286534
array3[11624]: 430745
array3[11625]: 339461
array3[11626]: 832453
